Loyalty#,Education,CLV_log,Income_log,TenureMonths,MeanPointsUtilization,TotalFlights_log,TotalPointsRedeemed_log,AverageFlightDistance,LoyaltyStatus_Nova,LoyaltyStatus_Star,Location Code_Suburban,Location Code_Urban,CancelledFlag,Marital Status,Gender
109767,0.24701455644859943,-0.7441275223688756,0.7007458866941395,-0.3148913676034722,0.13666486565928565,0.6061411556898859,0.860152662614109,0.333255416446187,0,1,1,0,0,1,1
217754,0.24701455644859943,-0.7438601922003811,0.7456275066213259,0.1512579234499228,-0.4294275402239327,0.43865269710923793,-1.4793473794081922,0.28673920609344583,0,1,0,1,0,1,1
157005,0.24701455644859943,-0.7424445095003724,0.7338636935986398,-0.5417043062354228,-0.3260996402651505,0.7136349709769247,0.5950223465011332,0.16785034108356944,0,1,0,0,0,0,0
557752,0.24701455644859943,-0.7424445095003724,0.7338636935986398,-1.020377011078312,-0.08775500439989625,0.10038266518435195,0.6755882547800092,0.4106829993482694,0,1,1,0,0,0,1
608758,0.24701455644859943,-0.742408635739253,0.5758762016045411,1.132258670293635,-0.4294275402239327,0.4983483155194577,-1.4793473794081922,0.10475016437154942,0,1,0,0,0,0,0
599341,0.24701455644859943,-0.742177469176146,0.5058053073988301,-0.0644230918135883,-0.1376715483729845,0.8055139090887843,0.8538012370219848,0.47671853327424957,0,1,0,0,0,0,1
333502,-0.946877258494922,-0.7421615279242302,-1.7100379500554295,0.8094328926088957,-0.28281628875596077,0.5193601005710888,0.40443670219659195,-0.098337048800476,0,1,0,1,0,0,0
201574,0.24701455644859943,-0.7414722254851313,0.4702851672145888,0.2556197050290411,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,1,0,1,0,1
403361,0.24701455644859943,-0.7407872109506409,0.6151660350437845,-1.0412493673941356,-0.4294275402239327,-0.024581955100310835,-1.4793473794081922,0.4157437468015999,0,1,0,0,0,1,0
543918,-2.1407690734384435,-0.7401741405354179,0.2784208886499089,1.4648248809257587,1.420754033580963,0.7433496690041096,1.0091377506258041,-0.17428804685063726,0,1,0,1,0,0,0
806030,0.24701455644859943,-0.7374302373987321,0.6445496218773594,-1.3070240378156237,-0.18108197459688044,-0.29387184757445317,0.4913308660508257,0.5408025826157182,0,1,0,1,0,0,1
119200,0.24701455644859943,-0.73729912877868,0.6129972800720894,-0.8060874862358558,2.566150778766989,0.3640021073526133,0.6211230244105828,-0.008890943240895496,0,1,0,0,0,1,1
175967,0.24701455644859943,-0.736159348079743,0.6451259549533424,-1.1998792753943957,-0.25901976529120835,0.5193601005710888,0.5144441441896388,-0.328096762084512,0,1,1,0,0,0,0
238119,0.24701455644859943,-0.736159348079743,0.6451259549533424,1.2115736242937651,-0.367856911976961,0.6824583187650879,0.5109395924574013,-0.21506071409886196,0,1,0,0,0,0,0
730388,-0.946877258494922,-0.7360164381634454,-1.7100379500554295,1.7445144555577958,-0.4294275402239327,0.6496683793325253,-1.4793473794081922,0.3536965247476956,0,1,0,0,0,1,0
834891,0.24701455644859943,-0.7343937464853495,0.5017614075920958,-0.7212065705515063,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,0,0,1,0,1
127400,-0.946877258494922,-0.7329668635766861,-1.7100379500554295,0.6508029846086358,-0.2850409633355777,0.33241847505344135,0.6224530970051132,0.7602984586279188,0,1,0,0,0,1,1
324557,-0.946877258494922,-0.7329668635766861,-1.7100379500554295,1.3298503100834325,-0.2158873320268759,0.4268056705371153,0.6688028459150992,0.338908030685867,0,1,0,1,0,1,1
742002,-0.946877258494922,-0.7325390545040859,-1.7100379500554295,-0.3065424250771428,-0.35953911380896353,0.33241847505344135,0.47738511423871655,0.01855942994718807,0,1,0,1,0,1,1
536567,0.24701455644859943,-0.7311257468092072,0.6668829590192168,-0.30236795381397813,-0.21071869234455703,0.7261858260143441,0.6645412860642106,-0.31139112786267736,0,1,1,0,0,0,0
704835,0.24701455644859943,-0.7311257468092072,0.6668829590192168,-0.4804787277090067,0.0390681199654856,0.5193601005710888,0.8144766799804349,0.019882669274651252,0,1,0,1,0,0,0
733338,0.24701455644859943,-0.7311257468092072,0.6668829590192168,-0.33298074307718606,-0.4294275402239327,-0.887165448303094,-1.4793473794081922,-0.818224175955413,0,1,0,0,1,0,1
758635,0.24701455644859943,-0.7311257468092072,0.6668829590192168,-1.3738155780262595,-0.4294275402239327,-0.5892783381991635,-1.4793473794081922,-0.6971292075213877,0,1,1,0,0,0,0
823048,0.24701455644859943,-0.7311257468092072,0.6668829590192168,-1.3153729803419532,-0.4294275402239327,-0.2345952688276739,-1.4793473794081922,0.41930640472126957,0,1,0,1,0,0,0
612905,-0.946877258494922,-0.7306747095630796,-1.7100379500554295,0.3071048506080728,-0.1875633670402114,0.5159061548685342,0.6421286464377,-0.20224382880567549,0,1,0,0,0,0,1
679908,0.24701455644859943,-0.7304729721908819,0.6528542141407094,0.0733344598708478,-0.2798611798512691,0.5594027284413908,0.7086424324682727,0.3467602331410512,0,1,0,0,0,0,1
704150,0.24701455644859943,-0.7304729721908819,0.6528542141407094,0.47964966281888183,-0.16427499615750765,0.512433283341654,0.6843711865012302,0.08598743723635834,0,1,0,1,0,0,0
869743,0.24701455644859943,-0.7291287264005634,0.631370049955862,-0.5556192104459717,-0.4294275402239327,0.12008780054381546,-1.4793473794081922,0.10371218643743901,0,1,1,0,1,1,1
596179,0.24701455644859943,-0.7254222751757117,0.4647613762767093,0.7760371225035778,-0.4294275402239327,0.6607879183647344,-1.4793473794081922,-0.5878712825840332,0,1,1,0,0,1,1
370450,-2.1407690734384435,-0.7253079462883448,0.41884549181890196,1.488480218083692,0.10961751737602765,0.5816435180818614,0.8422917306996393,0.43771387744352996,0,1,0,1,0,0,1
501030,0.24701455644859943,-0.7250674888855766,0.7168905630298585,-0.7448619077094397,-0.4294275402239327,0.32309775607578345,-1.4793473794081922,0.04677809298036323,0,1,0,1,0,0,0
878633,3.2317440938074027,-0.7242478486716845,0.40098796788525215,0.9374500113459476,-0.4294275402239327,0.6524666066940472,-1.4793473794081922,0.20090345421603353,0,1,0,0,0,0,1
285938,0.24701455644859943,-0.7233735178669962,0.6443821232263095,0.5547901455558469,-0.32840381060750046,0.5463342764230887,0.508995457679249,0.12116521350294494,0,1,1,0,0,0,1
588237,0.24701455644859943,-0.7233735178669962,0.6443821232263095,0.9471904442933318,2.0083679878367815,0.4875752946571932,0.8684160620762018,0.05665271847610236,0,1,0,0,0,0,0
645280,0.24701455644859943,-0.7233735178669962,0.6443821232263095,1.4286461299783308,-0.07539962178250535,0.6268263588474117,0.7141038422035709,-0.21320445072801594,0,1,1,0,0,0,0
864324,0.24701455644859943,-0.7233735178669962,0.6443821232263095,-1.350160240868326,0.13263524342317956,0.5940106903277135,0.8069857050371647,0.016959920990489697,0,1,0,0,0,0,1
124678,3.2317440938074027,-0.7173493223529724,0.3910892556275917,1.176786363767392,-0.13210702594100338,0.7034122095515157,0.47031723321084073,-0.18274834510912866,0,1,0,1,0,0,0
186015,3.2317440938074027,-0.7173493223529724,0.3910892556275917,0.04411316102869465,-0.18958138223098042,0.5227953256088202,0.7220401988642722,-0.17753824456060277,0,1,0,0,0,0,0
589580,3.2317440938074027,-0.7173493223529724,0.3910892556275917,0.05663657481818903,-0.17558265397845754,0.7008305462350369,0.7440441461750884,-0.3149953226793273,0,1,1,0,0,0,0
623688,3.2317440938074027,-0.7173493223529724,0.3910892556275917,-0.29541050170870353,-0.11535497309723468,0.7211952689865997,0.8212998320602654,-0.43096942001172817,0,1,0,0,0,0,1
751616,3.2317440938074027,-0.7173493223529724,0.3910892556275917,-1.2847601910787452,0.1517778003385916,0.051871758113923465,0.646529548916252,0.7444275501109757,0,1,1,0,0,0,1
256147,-0.946877258494922,-0.7159145131372375,-1.7100379500554295,1.5705781529259317,-0.1731216490255258,0.6524666066940472,0.5016771294851793,0.20736661281046564,0,1,1,0,0,0,1
329382,-0.946877258494922,-0.7145084336831048,-1.7100379500554295,1.5817100762943712,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,1,0,0,1,0
140392,0.24701455644859943,-0.7138039150321038,0.7279605513501713,1.1225182373462508,-0.06737161747154485,0.450282334734669,0.7476655664778135,-0.21610943329665147,0,1,0,0,0,0,1
541008,0.24701455644859943,-0.7138000019331574,0.5471073915163414,-1.2666708156050313,-0.4294275402239327,-0.2694920161875609,-1.4793473794081922,-0.18803042466510955,0,1,1,0,0,1,0
230908,3.2317440938074027,-0.7135065476399989,0.44349343723923357,1.709727195031423,-0.3570549447674458,0.7236954594787398,0.6755882547800092,0.15644974159533123,0,1,1,0,0,1,0
972581,-2.1407690734384435,-0.7133578853169076,0.342115407488812,-0.17991679676114583,-0.07782000404588683,0.3770705593709155,0.7483998164542359,0.05319411866446281,0,1,0,0,0,0,0
357549,0.24701455644859943,-0.7132796477108134,0.6472013663362927,-1.5032241871843661,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,0,0,1,1,1
157729,0.24701455644859943,-0.7127320949222735,0.6846224405789825,-1.243015478447098,-0.4294275402239327,-0.20152007060946955,-1.4793473794081922,-0.22910062729092434,0,1,0,0,0,0,0
910875,0.24701455644859943,-0.7127320949222735,0.6846224405789825,1.4870887276626372,-0.3092963675921232,0.3183854855367536,0.4491885088596249,0.030498652908738325,0,1,0,1,0,0,1
501704,-0.946877258494922,-0.7093220653322699,-1.7100379500554295,1.2338374710306437,0.9914312433850488,0.5159061548685342,1.0033441168427397,0.10025578538194341,0,1,1,0,0,1,0
529098,-0.946877258494922,-0.7093220653322699,-1.7100379500554295,-1.0398578769730809,0.5622982008786568,0.12008780054381546,0.795068780640174,-0.04211387232148421,0,1,0,1,0,1,1
265297,0.24701455644859943,-0.7078361856788256,0.5526792851589996,-1.411385819394742,-0.4294275402239327,-0.46389688299788684,-1.4793473794081922,-0.5934293343854293,0,1,0,1,1,0,1
567875,0.24701455644859943,-0.707426941320743,0.7458006971486643,-0.8158279191832402,-0.4294275402239327,-0.12092944236082237,-1.4793473794081922,1.2914458586925461,0,1,1,0,0,0,1
688524,0.24701455644859943,-0.7071541717148194,0.7489643871237746,1.2867141070307302,1.2961911412406328,0.28438053158116383,0.9901210572726019,0.14664069586012277,0,1,0,1,0,0,1
269070,1.4409063713921209,-0.7052461262203548,0.377197889578672,1.3869014173466834,-0.21436151246748628,0.6180438053668637,0.7693379113158311,0.5433614592882451,0,1,0,0,0,0,0
387705,1.4409063713921209,-0.7052461262203548,0.377197889578672,1.238011942293808,0.5242770053516425,0.6061411556898859,0.7675351903667765,-0.08192056013686796,0,1,1,0,0,0,1
923293,0.24701455644859943,-0.705156622539109,0.6920770337162491,-0.3455041568666803,-0.22844894663940266,0.6468577429399044,0.6603292773839387,0.04295845053768931,0,1,1,0,0,1,0
283314,0.24701455644859943,-0.702753629008727,0.6255478730081017,1.2561013177675222,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,1,0,1,0,1
322102,-0.946877258494922,-0.7024234111870887,-1.7100379500554295,1.083556505556713,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,1,0,1,0,0
789157,-0.946877258494922,-0.7013438952950418,-1.7100379500554295,-1.5087901488685858,-0.4294275402239327,-1.160194569722563,-1.4793473794081922,0.1367802094874659,0,1,0,0,0,1,1
654748,0.24701455644859943,-0.7007966580404378,0.5884251184862287,-0.7573853214989339,-0.4294275402239327,-0.00853559250794231,-1.4793473794081922,-0.023900239491740326,0,1,0,0,1,0,1
984713,-0.946877258494922,-0.7005211719150567,-1.7100379500554295,-1.4364326469737305,1.1234650179978285,-1.0285932660967396,0.48621119671465873,-0.08879117320019024,0,1,1,0,0,1,1
114835,1.4409063713921209,-0.6989545475511267,0.4068769219177258,-0.8840109498149308,-0.4294275402239327,0.28935151759598815,-1.4793473794081922,0.7403469925840778,0,1,1,0,0,1,1
328936,0.24701455644859943,-0.6973275542407169,0.48863379968335857,0.2778835517659196,0.0719885559114839,0.6524666066940472,0.7433266908417996,-0.2748841835774423,0,1,1,0,0,0,1
845864,3.2317440938074027,-0.6941830002099089,0.35347635140341854,1.2463608848201373,-0.0901627846877699,0.6121204214311581,0.8413584096619001,0.31867508507854475,0,1,0,1,0,0,1
645265,0.24701455644859943,-0.694144361464508,0.6317712769804453,1.3159354058728834,-0.3767772655978626,0.4579185411782172,0.3847872929674751,1.0044937591406242,0,1,1,0,0,0,0
223587,0.24701455644859943,-0.6941404976428989,0.7387407116762302,-0.9508024900255665,0.09732532610625116,0.29428381850274277,0.6351362896633933,0.22666610276394156,0,1,0,0,0,0,1
158560,0.24701455644859943,-0.6939511821719541,0.54307025560072,-0.09086140981363157,0.12118697029807486,0.4106570907898011,0.8677906253856892,0.18320761023867116,0,1,1,0,0,0,0
417584,0.24701455644859943,-0.6939511821719541,0.54307025560072,0.7064626014508323,-0.10239895113333729,0.49477761611520643,0.6590695186248877,-0.020395563346531958,0,1,1,0,0,0,0
566033,-0.946877258494922,-0.6936575957115957,-1.7100379500554295,0.15682388513414258,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,0,1,1,0,0
957912,0.24701455644859943,-0.6936073825392941,0.7060145615635327,-1.2026622562365055,-0.4294275402239327,0.5396975930819279,-1.4793473794081922,0.053479938822672546,0,1,0,1,0,0,1
425854,-2.1407690734384435,-0.6933022758979037,0.26248363247348555,-0.5723170954986307,0.46128992324725226,0.5594027284413908,0.6659807499377843,-0.07269065912803478,0,1,0,0,0,0,1
174896,-0.946877258494922,-0.6931439530629888,-1.7100379500554295,0.2417048008184922,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,0,1,1,1,1
695855,-0.946877258494922,-0.6920477211940719,-1.7100379500554295,1.2700162219780713,-0.36253929664274376,0.40655482748541283,0.5714888235574388,0.4669802917189497,0,1,1,0,0,1,1
699511,-0.946877258494922,-0.6920477211940719,-1.7100379500554295,0.6368880803980866,-0.4294275402239327,0.4024258391502231,-1.4793473794081922,-0.5921925852288994,0,1,0,0,0,1,1
377322,0.24701455644859943,-0.6903392989801744,0.5671312827371419,-0.2968019921297585,-0.13650019773280506,0.7261858260143441,0.900742496362894,-0.173229023319667,0,1,0,1,0,0,1
511053,0.24701455644859943,-0.6903392989801744,0.5671312827371419,0.28901547513435893,0.415399750147743,0.3461474768635471,0.7099977192183385,0.012915906083698931,0,1,1,0,0,0,0
796670,0.24701455644859943,-0.685770905974378,0.423289335482424,0.8372627010299938,-0.24576673357886236,0.6771097851856824,0.6537964675479058,-0.019107686873253284,0,1,1,0,0,0,1
556136,-0.946877258494922,-0.6857363191177016,-1.7100379500554295,-0.6613724824461451,0.23881018110418228,0.532990678983549,0.6188960209221358,0.7397510185295403,0,1,0,0,0,0,1
513081,0.24701455644859943,-0.6850716327030302,0.7328710361945039,-0.040767754655654936,0.4994050033252503,0.3370279315006135,0.8809998684864475,0.8964767072831671,0,1,0,0,0,0,1
930718,-2.1407690734384435,-0.685052426346885,0.42555148321805,0.11786215334460494,-0.12189791593473896,0.7085442008937315,0.7622932329729116,0.08745674482660253,0,1,1,0,0,0,1
881142,3.2317440938074027,-0.6814496817263633,0.3224083891965535,-0.4943936319195557,0.26198157843821757,-0.14996341030158786,0.7323985101177694,0.49632452023800555,0,1,1,0,1,1,1
295147,0.24701455644859943,-0.6809822070648625,0.7376298602768393,-0.8241768617095697,0.10979867566869196,0.38563552036024124,0.8612975234424844,0.6610861865889378,0,1,0,1,0,0,0
306110,0.24701455644859943,-0.6789874441588332,0.5811291573009499,1.2213140572411492,1.4411200682072032,0.26922927299615557,0.791843676133615,0.4310515253234206,0,1,1,0,0,0,0
295217,3.2317440938074027,-0.6766169755656405,0.293050581247687,-0.3371552143403508,0.15583310730278602,0.31363791676219577,0.8492281266144274,0.17374411079760957,0,1,0,1,0,1,1
711363,-0.946877258494922,-0.6748834752401052,-1.7100379500554295,-1.2945006240261294,-0.4294275402239327,-0.41692743789814957,-1.4793473794081922,-0.06839718068514745,0,1,1,0,1,0,0
591731,0.24701455644859943,-0.6748567624194722,0.4702369041897944,1.0320713599776814,-0.30837186007644185,0.655252534115383,0.6689504360156046,0.2765045193293434,0,1,0,0,0,0,0
326905,-0.946877258494922,-0.6733653905338876,-1.7100379500554295,-0.6794618579198588,-0.3029218494565064,0.49477761611520643,0.5138712822186245,-0.36755192529791453,0,1,0,1,0,0,1
375511,0.24701455644859943,-0.6726183366117047,0.5433619785730694,0.6368880803980866,-0.19961022498224476,0.6956354559363385,0.8245550838320296,0.19478630011630801,0,1,0,1,0,1,1
485283,0.24701455644859943,-0.6715517404005521,0.7458672715844419,-0.9730663367624451,0.12904144420259692,-0.09316745103402836,0.490225220115225,0.5940475609299741,0,1,1,0,0,1,0
760158,0.24701455644859943,-0.6701129977824088,0.492742795261412,-1.2040537466575603,-0.0531613405828596,-0.19086776157841773,0.3385422994184699,0.38007214915207455,0,1,1,0,0,1,1
797685,-0.946877258494922,-0.6691621809910996,-1.7100379500554295,-0.8422662371832834,0.19726257123961932,0.3506585099130736,0.7655636878962833,0.0075096705218091675,0,1,1,0,0,0,0
216467,3.2317440938074027,-0.6674787635838648,0.32485036995392347,0.6271476474507024,-0.3562256494604256,0.4147329727972651,0.5976438251243967,0.5759239046811808,0,1,1,0,0,0,0
958839,3.2317440938074027,-0.6674787635838648,0.32485036995392347,-1.4531305320263892,-0.4294275402239327,-0.5892783381991635,-1.4793473794081922,0.10920176209278781,0,1,0,0,0,0,0
539673,0.24701455644859943,-0.6659792871121454,0.4493292006637531,0.31823677397651207,-0.3131055601657796,0.3727442799935522,0.606844533057497,-0.2051659937725328,0,1,0,1,1,0,1
746226,0.24701455644859943,-0.6653988664457073,0.5738980169238659,-1.1595260531838032,-0.4294275402239327,-0.8562423657957255,-1.4793473794081922,-0.31777411894038704,0,1,0,1,0,0,1
484718,0.24701455644859943,-0.665239573264137,0.6469971939867097,1.6707654632418856,0.38475978724527377,0.48394320753747266,0.8386501670997172,0.08754859552230317,0,1,0,1,0,1,0
528492,0.24701455644859943,-0.6647504178813485,0.551488420148083,0.16656431808152677,-0.19103740662345559,0.565837275768124,0.7166203515173759,0.18134337257669864,0,1,1,0,1,0,0
995091,0.24701455644859943,-0.6630642041696347,0.510994549109064,-0.9869812409729941,-0.3473452911232647,-0.2123544791872039,0.46164333947863745,0.25280097726618184,0,1,1,0,0,0,1
632793,-2.1407690734384435,-0.6622426024883612,0.4100656567124693,-0.3580275706561745,-0.3479557951747701,0.43077933538963364,0.611045334714864,0.1015846082682763,0,1,1,0,0,1,1
912220,-2.1407690734384435,-0.6622426024883612,0.4100656567124693,1.0849479959777681,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,1,0,1,1,0
382197,0.24701455644859943,-0.6610696401147537,0.6103386728153538,-1.049598309920465,-0.048311948778453545,-0.332295579372063,0.4367925270023092,-0.5349118249347824,0,1,0,0,1,0,0
705196,-0.946877258494922,-0.6605137387645964,-1.7100379500554295,0.945798953872277,-0.08555418891386418,0.7600609281475179,0.7422378012221253,-0.43261049086892905,0,1,0,0,0,1,1
123094,0.24701455644859943,-0.6597917426115913,0.7122628178049526,-1.1581345627627482,0.10562770930329957,-0.03276010041216315,0.3499362410605158,-0.011967315869042747,0,1,0,1,0,0,1
821515,0.24701455644859943,-0.6591380778709668,0.5548084501512677,-1.2346665359207682,-0.4294275402239327,-0.7985846831216391,-1.4793473794081922,0.5681825630117511,0,1,0,0,0,0,1
119488,-0.946877258494922,-0.6581260078019784,-1.7100379500554295,-0.8756620072886013,-0.4294275402239327,0.418782810652443,-1.4793473794081922,-0.1626551020456768,0,1,1,0,0,1,1
287750,-0.946877258494922,-0.6577296677629669,-1.7100379500554295,1.5900590188207007,-0.10699548881080302,0.6031302356906476,0.8315340895980585,0.020140552668506284,0,1,0,0,0,1,1
735846,0.24701455644859943,-0.6575485174654312,0.7229717763303226,1.5761441146101516,1.5547721868102937,0.422806935078084,0.898867693941896,0.630947968510481,0,1,0,0,0,0,0
606026,0.24701455644859943,-0.6572353283140301,0.5087351038387572,0.10394724913405576,-0.2530610433527405,0.7059833995600349,0.7220383334709937,-0.11861870294900986,0,1,1,0,0,1,0
460291,0.24701455644859943,-0.6570165107681522,0.5111939436512524,0.04828763229185934,-0.4294275402239327,0.5785136476824497,-1.4793473794081922,0.12735586991573844,0,1,0,1,0,1,1
743001,0.24701455644859943,-0.6567562335371744,0.6617149685026751,-0.8144364287621852,-0.13511664668845247,0.2640972816539397,0.6906861541053989,-0.048190370202619986,0,1,1,0,0,0,1
869799,0.24701455644859943,-0.6567562335371744,0.6617149685026751,0.2834495134501394,0.31876325945770284,0.24314339086751188,0.5138712822186245,0.04239560855871114,0,1,0,1,0,0,1
520321,3.2317440938074027,-0.6563979522647782,0.4572271215107092,0.034372728081310464,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,1,0,1,0,1
279419,-0.946877258494922,-0.6546906534059871,-1.7100379500554295,1.1489565553462937,0.306074207418659,1.0131045974282855,1.0053779622127088,-0.00785482854116255,0,1,0,1,0,1,1
170585,0.24701455644859943,-0.6542311720440177,0.6753866250610585,1.071033091767219,-0.06138299317848529,0.4911866860114989,0.5511702972805178,0.11718692389653136,0,1,0,1,0,1,0
188340,0.24701455644859943,-0.6542311720440177,0.6753866250610585,-0.7838236394989773,-0.15169501313517608,0.6524666066940472,0.8089065057230262,0.08085932121840304,0,1,0,1,0,1,0
670817,0.24701455644859943,-0.6542311720440177,0.6753866250610585,-0.6057128656039487,-0.330025863660014,0.6180438053668637,0.6755882547800092,0.5025866179206434,0,1,0,0,0,1,0
509513,-0.946877258494922,-0.6532298236233172,-1.7100379500554295,1.4369950725046603,-0.2527018670980893,0.655252534115383,0.6452031926855347,-0.2586214768836756,0,1,0,0,0,1,0
779247,0.24701455644859943,-0.6527331537365443,0.6928317194540705,1.549705796610108,-0.12032844372866645,0.7110946971640107,0.4766387632312501,-0.41330000076578083,0,1,0,1,0,0,0
111255,-2.1407690734384435,-0.6525864407870595,0.45466423090711355,1.3201098771360478,-0.4294275402239327,0.6150890332652409,-1.4793473794081922,0.48670177178143914,0,1,0,1,0,0,0
763061,0.24701455644859943,-0.6512140302327317,0.5232698465418476,0.7662966895561933,-0.329777928248394,0.1328922252857038,0.6157314803585279,0.5138193366953631,0,1,0,1,0,0,0
509108,-0.946877258494922,-0.6489681537464862,-1.7100379500554295,-1.2791942293945253,-0.4294275402239327,-0.6301826894759934,-1.4793473794081922,-0.7781782775597172,0,1,0,1,0,1,1
428919,0.24701455644859943,-0.6462271855323155,0.5346707671713042,0.10255575871300096,-0.4294275402239327,0.4579185411782172,-1.4793473794081922,0.13781288270267958,0,1,1,0,0,1,1
139863,0.24701455644859943,-0.6452309886209043,0.597726861108496,-0.004589003708227185,-0.23157991740199219,0.3940862784630257,0.7283287183556015,0.25355888753569517,0,1,0,0,0,0,0
695755,0.24701455644859943,-0.6443663889470559,0.6597099053130041,1.784867677768388,-0.4294275402239327,-2.785852977687043,-1.4793473794081922,-1.671639794944854,0,1,0,1,0,0,1
