Loyalty#,Cluster,PCA1,PCA2,PCA3,TSNE1,TSNE2,TSNE3,UMAP1,UMAP2,UMAP3
695855,2,1.0976489325841223,-1.8999008515708145,-0.3610707227618784,13.799184,-14.831712,-3.436563,3.5403414,12.191789,3.1637964
699511,2,-0.7003235380499522,-1.9521180846679997,-0.4062245198787946,-12.296535,-22.211243,-11.958049,-5.529109,5.0191817,4.6912932
377322,4,0.8749263688150895,0.5222709420924384,-0.7762791565255786,4.810221,2.7799454,-10.375587,9.422091,5.1250334,4.808235
511053,4,0.8207570163207687,0.5392698915855876,-0.7014003410128663,9.838908,2.3863292,-5.9950943,9.7064905,3.5042493,4.635172
796670,4,1.025007652762211,0.4465812733977479,-0.6074520419028359,14.595187,-1.3961064,-6.045739,9.223188,2.2027698,4.736442
556136,2,0.8685604974900987,-1.9469259214997747,-0.6613665957250898,3.2195015,-21.515968,-2.645783,0.99048185,11.923464,3.4740205
513081,4,1.1068526472332902,0.654588832326712,-0.7990124713232214,5.7208457,3.0919356,-2.0442812,9.592663,4.3252397,4.3813815
930718,5,0.9948228014006857,-1.2117715136126486,-0.51817601634223,-3.0466108,-3.7750413,19.640533,1.6821159,-3.763633,3.3648872
881142,1,0.3982793798673045,2.3932204612419987,-1.0523195845107616,4.5224166,28.476934,1.3641591,1.2055036,4.802602,-4.585118
295147,4,0.7757853078639655,0.6323908275449693,-0.8903747228984057,0.5566042,6.1758986,-11.22996,10.318691,5.8704195,4.766182
306110,4,1.3766494220476595,0.5872035958461389,-0.5939078030123126,14.900364,7.96479,-2.5362518,10.892039,2.6574492,3.8318756
295217,1,0.6974696781760301,2.3793284407772646,-1.0172811791817256,1.6883243,28.999262,-0.25457683,1.097124,4.7065496,-4.515396
711363,2,-1.592358545579848,-2.0077248165128934,-0.671653745577231,-12.309325,-12.943681,-11.103242,-4.9173384,4.1379743,3.3049545
591731,4,1.1494250431072357,0.4869908005120312,-0.5848478694663628,16.543266,-2.330788,-5.060374,9.129801,1.83451,4.7045417
326905,2,0.350866334697716,-1.954790311902736,-0.583276116155969,0.9733467,-18.072132,-2.0996485,0.858977,11.803527,3.435887
375511,4,1.1593445079174236,0.5319916286457933,-0.641094828349832,12.419542,-2.0255911,-5.5418673,9.060591,2.7080894,4.5306387
485283,4,0.1780282878548154,0.6271619198759812,-0.8879704386016088,2.3132427,11.334829,-8.573864,10.839735,6.2343464,4.4283085
760158,4,-0.1326560403547353,0.43400060936738466,-0.8907393604610423,0.09865064,12.8815365,-10.616109,11.129828,6.5162096,4.4967284
797685,2,0.5712479856381523,-1.9507540384246207,-0.6255883466045276,1.3510623,-19.86585,-2.4681053,0.76922756,11.88441,3.3504114
216467,1,0.8950936230045309,2.4231635210754594,-0.8876708117121378,-1.7428563,31.39709,-0.42262897,0.8258912,4.223815,-4.364916
958839,1,-1.775895030715816,2.326323574284597,-1.1438194540226172,-7.4479494,20.751997,-15.354698,10.288107,1.9415203,15.079914
539673,4,0.5925968667812024,0.449474173519955,-0.6445233123503328,9.587735,-2.4330773,-8.870869,8.996799,3.6620505,4.8029733
746226,4,-1.9692407381459214,0.45844241148420417,-0.8310634791485687,-19.544601,0.94521666,-13.079879,2.05773,2.5948286,11.933088
484718,4,1.3802001456978772,0.6404982745343272,-0.4883530855363113,18.969984,3.4775734,-3.9431264,9.804237,1.3826699,4.809434
528492,4,0.8777816809079431,0.523077541954008,-0.6978051709076003,6.393078,-1.3346989,-7.9608517,9.187801,4.1036005,4.7969866
995091,4,-0.09838552303337698,0.4529580771690686,-0.8403091664602629,-0.041729126,12.723832,-10.765211,11.084737,6.540051,4.47447
632793,5,0.5580558176047319,-1.2397386233424068,-0.553178966089896,-2.5524802,-3.0978653,21.318148,1.4306986,-3.6803846,3.370761
912220,0,-2.967201429683558,-1.2494568415976457,-0.1686735141370788,-21.849586,-5.400432,4.087363,4.167268,8.815407,12.95406
382197,4,-0.3920989000873566,0.5230132395551771,-0.8124950877902628,-1.6275605,11.032073,-3.3535385,10.808418,6.734321,4.0770216
705196,2,1.1238456665605838,-1.901265357655401,-0.34324939407819083,11.8939495,-18.764698,-1.164033,3.2263412,12.321806,3.248699
123094,4,-0.1056758919345425,0.595614242283271,-0.8714332118000201,2.1581323,11.331614,-10.61635,10.863763,6.530859,4.457061
821515,4,-1.68952450312454,0.44505225920813646,-0.8833407725499592,-13.908843,0.76331085,-13.179857,1.1838335,2.8675792,12.230058
119488,2,-0.9731576681557064,-1.9908740474342574,-0.6139891949944487,-12.931815,-16.289276,-11.9494095,-5.050042,4.3819175,3.7642913
287750,2,1.385659355539039,-1.881466320374349,-0.2662718608813937,15.517418,-18.232414,-2.1839917,3.7018812,12.583587,2.9382055
735846,4,1.714524113717968,0.7048652285636633,-0.5451925774602284,15.089503,8.371747,-2.5501363,10.931698,2.6590915,3.8216598
606026,4,0.8548333075771801,0.49086302212169897,-0.6843722867434942,8.38621,-1.6101559,-8.775104,9.071002,4.0862703,4.6943183
460291,4,-0.5919567564995937,0.45534023602213297,-0.7106912110387155,-16.660763,11.052291,-6.089845,0.8931829,0.2577518,11.74915
743001,4,0.3416156857740442,0.5737001259440284,-0.8170164910966934,1.2927352,6.518794,-9.186824,10.075514,6.1612554,4.598341
869799,4,0.6192988122415882,0.6059352390193286,-0.6719018900318049,9.869973,2.2272136,-6.216834,9.625356,3.569251,4.6512847
520321,3,-3.3061209640803058,2.4516309647850587,-0.7675658203025237,-25.400524,16.196175,6.241022,8.149494,4.2313313,14.602198
279419,2,1.7004551113347495,-1.8856653122268614,-0.34339975780310117,13.225062,-20.073547,-0.40069175,3.3578348,12.625738,3.0906959
170585,4,0.971530434288901,0.6367866354707206,-0.560959400586557,16.426882,-1.139571,-5.342112,9.274469,1.873769,4.7369585
188340,4,0.7078598519409496,0.5882583674031765,-0.8279115701806937,2.872,4.5391526,-10.948775,9.807776,5.6699195,4.932457
670817,4,0.7443495279103666,0.5903209850246817,-0.8212183781792882,0.46204355,3.4936185,-10.473955,9.873193,5.530983,4.7501483
509513,2,1.1516651158330977,-1.889801739298707,-0.2691458369225456,16.842253,-18.669725,-1.539772,3.8737557,12.6813,3.0539458
779247,4,1.026745330479913,0.6613129233545166,-0.4690589169496579,21.651718,1.7849828,-4.277579,9.702083,1.2664559,4.82395
111255,5,-0.09218549289105853,-1.190967248052479,-0.33996168315864417,-7.647295,-6.5980477,5.487203,4.772501,8.877738,16.367052
763061,4,0.7755556362178375,0.5169228757527645,-0.5999439124868472,14.410853,-6.0188017,-6.1422887,8.850532,2.396503,4.5647817
509108,2,-1.9352247860246807,-2.0071689655908673,-0.6002563045538438,-14.481631,-11.610999,-11.264764,-4.7048426,3.839243,3.2615318
428919,4,-0.6516935656709641,0.4742328546704374,-0.6905124089466037,-16.573483,11.141471,-5.8487053,0.883634,0.22899146,11.7686405
139863,4,0.7424279850237775,0.552493612969561,-0.7036786072543422,5.160457,-1.2285501,-9.262637,9.365036,4.496564,4.968146
695755,0,-2.8059866202127233,0.5942796324502161,-0.26314072194800686,-16.50822,-4.8510194,15.036772,1.0920367,10.567178,11.501605
355331,2,1.3597661880132679,-1.886110230638498,-0.2995959985631244,12.38172,-20.409359,-0.028997019,3.1440299,12.64463,3.1169124
578837,2,1.5149742420251147,-1.8781338342734013,-0.28102905423642927,14.482532,-14.4018135,-5.952446,3.630591,12.032734,2.8881319
603248,0,-3.2774491450012113,-1.9862431761905883,-0.32253452686024775,-12.363359,-16.580431,8.044173,-0.21518724,2.466863,1.4184492
467182,4,1.0379875566663124,0.6875801483693681,-0.5577956547965427,14.162662,0.22753808,-5.118381,9.476246,2.1050904,4.374329
601407,4,-0.8041425081325977,0.5402364870057902,-0.6765278770713721,-17.697119,11.572357,-6.9008074,0.8939978,0.2287521,11.654996
700871,4,-0.8134830592816443,0.5428818040168941,-0.6891659643007528,-17.71934,11.669167,-7.751458,0.9315154,0.44946077,11.47169
203809,0,-2.8107256596333454,-1.2550576353043796,-0.05913130873190275,-21.527288,-5.8155413,4.017479,4.164955,8.810554,12.972636
705589,2,1.1709278679046107,-1.8839085001091709,-0.22820012595288144,17.128162,-17.815407,-3.3479226,3.828749,12.322676,2.8735077
354438,2,-0.460155316484799,-1.9796394585542716,-0.6538437654256973,-2.1981075,-22.437466,-1.1748103,0.20819989,12.061944,2.9828334
746060,2,0.9636438330614244,-1.9081988635275573,-0.3629133650248225,11.115346,-17.259087,-2.0733068,3.1485443,12.097332,3.3281949
469718,4,1.2096343132612344,0.6168473369067108,-0.5105588711747472,18.384811,-3.6073723,-5.620597,9.076558,1.5439497,4.8023934
164429,4,1.406153018473941,0.5535718395815007,-0.47574493171161614,18.563976,0.88811046,-3.030852,9.339571,1.2942194,4.6912246
708373,4,-0.839442905073449,0.44946762109764093,-0.8008141873447212,-17.201351,8.250846,-8.849678,1.2950224,1.1825355,11.693841
225088,4,-0.5551882161487572,0.6153607700300299,-0.7267132814914203,-15.396851,10.6734295,-5.231479,0.85961574,0.21070674,11.874292
100214,4,1.0591721183731182,0.5495816287544505,-0.7304834450770826,12.976264,5.689597,-5.0083723,10.264042,3.4279475,4.385582
459999,4,0.03242246408257096,0.4442001114116063,-0.7952971883811484,-1.3851526,8.384581,-4.2058954,10.08006,6.6252365,4.077889
553936,0,-3.1738295529248703,0.43599989891705754,-0.4423675852001773,-21.31294,-0.5360475,9.965209,2.1823924,9.5935335,10.821442
268128,5,1.1851030959105175,-1.2377854524597958,-0.2635238533067915,-4.796933,-6.7863555,16.227371,2.3577077,-4.126494,3.4002073
930584,2,0.6824279928707422,-1.9268534270500013,-0.4354494005429552,6.1426888,-17.784933,-0.16713448,2.1538444,11.909714,3.7245872
327796,2,0.33203733302348043,-1.9555760459077438,-0.6025439102079778,-2.2738276,-18.844913,-3.0733814,0.4218063,11.7909355,3.4346204
947467,4,0.8100377031183982,0.4633641640346588,-0.607504859374076,9.452846,0.6127724,-6.695217,9.371551,3.7470586,4.549637
743510,2,0.3638251497984606,-1.9422544910851947,-0.4956532633273387,4.4904447,-15.755491,-3.44169,1.5596706,11.640662,3.6352146
580324,4,1.3578871964288695,0.5650960415717436,-0.5626852153926191,15.58803,4.0705843,-3.9778495,9.5502205,2.063447,4.573631
845613,4,-0.605007853883963,0.4357202600346702,-0.8833449548241954,1.1408454,14.271814,-8.081024,11.429757,6.3750176,4.0232816
936088,4,-0.9756572333472295,0.41438085949427905,-0.85518867635989,-12.185944,6.9611673,-7.179238,1.4407883,1.501394,11.724363
423324,4,-1.8401580020066455,0.49176064607677794,-0.7760043305742388,-20.67109,2.4618528,-13.041641,2.0895987,2.360823,11.711675
101945,4,0.97596303368448,0.6459778334975627,-0.5409331839649484,15.255089,-1.3736138,-5.5353217,9.209054,1.9901023,4.6699224
713636,1,0.7567154350456582,2.3796080779691726,-0.8287312924563816,-1.7031153,31.224564,-0.7271132,0.7687153,4.247856,-4.355371
302509,1,-1.1785007758330301,2.3375787898619786,-0.993396778192895,-6.811916,19.107145,-16.395456,10.386354,1.7504672,14.924693
789421,2,-0.5018370527766003,-1.9762832495975133,-0.6043035997435092,-9.730367,-17.54714,-9.763137,-5.435916,4.4628167,3.7195275
914255,0,-3.2428705281919727,-1.9805911624863972,-0.28219710345340965,-12.300057,-16.383825,8.037961,-0.22766528,2.4526308,1.4369622
242377,0,-3.576726234776667,-2.015217765266962,-0.45815222090874974,-21.847456,-17.319202,4.4613523,-0.98429656,0.9674339,2.5643227
404426,1,1.0659280342240274,2.442841453495764,-0.865130851129084,-2.0655138,27.686544,-2.4478393,0.92160285,4.2029757,-4.3147945
260106,4,-0.8615794819388349,0.6226580065456578,-0.5096442505986883,-13.61338,13.583689,-1.6729316,0.413216,-0.8161575,11.987875
154643,2,0.30607410683211406,-1.9644100056800755,-0.6172304534375241,-1.7846715,-17.04443,-4.8130455,0.19858192,11.625183,3.5153916
438023,2,-0.27197824931639825,-1.921995312160114,-0.27157830896398294,-10.20281,-23.723185,-10.491301,-5.712443,5.036682,4.8472137
397518,4,-1.522545044676624,0.5174418049388506,-0.8110643838321498,-18.489017,4.0079484,-12.170379,1.7078813,2.1404173,11.678249
645742,0,-3.134500473644551,0.5529201461708262,-0.40397501509365374,-19.87991,-1.3587257,10.471049,1.9081963,9.760234,10.871193
872932,5,0.8263594245752108,-1.1750018484229703,-0.41911539577044177,-3.8308902,-4.0959897,19.216677,1.7636517,-3.8371656,3.3580437
407945,4,1.315237485812556,0.6273254147243025,-0.47759928616975117,18.081415,-2.6198254,-5.1471844,9.162269,1.4779944,4.672677
211714,1,1.092223640994264,2.4353304677981535,-0.8823631509500275,-0.23877235,30.213907,-0.57204914,0.8530647,4.4215016,-4.435359
410982,4,0.7047759875311126,1.2860935584807118,-0.8552522962215251,9.5834875,20.694513,6.00368,16.956118,3.6441784,5.0685034
905213,4,0.9120949965200461,1.3080697275431075,-0.7756426690719522,11.058806,20.07268,6.81404,16.914185,3.288192,4.9872484
147898,5,1.4887657764858948,-1.1716053920329592,-0.24379242207236032,-6.1790447,-5.92829,15.805055,2.2345598,-4.1678667,3.4232066
530105,2,0.14666432333996848,-1.9522424591371186,-0.5897944251135199,-0.78887844,-22.840662,-2.4725294,0.39024672,12.194817,2.9744701
610946,4,0.9562923586116443,0.4934100699254286,-0.7675388279921397,3.126098,4.3224206,-8.255033,9.839232,5.247822,4.603863
383108,4,0.9056626683927205,0.5847535735843276,-0.40192622288610885,20.69169,-0.10380641,-5.2982016,9.4472885,1.2027646,4.7889915
836343,4,0.6390548499636965,0.5350775786105644,-0.7750651830077265,8.021019,10.010624,-3.1467652,11.108423,4.514501,3.5068707
398535,2,-0.2716339876630761,-1.9642955503059676,-0.6012668457880402,-1.9662576,-23.05192,-1.4086483,0.2227161,12.217483,2.9614382
585357,2,0.7795253415219049,-1.9381672238641958,-0.5107435047619439,2.4766462,-17.537876,-2.8045065,1.1400192,11.676337,3.513837
784804,2,-0.5352159766063763,-1.9582081419846347,-0.4740240379545712,-9.89849,-19.665915,-9.795428,-5.5913734,4.684857,4.3541985
719633,0,-3.4464277315083494,0.40031858233064227,-0.5574112260079045,-25.30323,0.817081,8.483402,2.9875174,9.191411,10.920743
715764,2,0.8856336217497558,-1.929296615043299,-0.5237802364488279,3.4950051,-21.361338,-2.5180523,1.1534635,11.95844,3.4312203
753473,1,-0.3672681650297883,2.391248469290497,-0.723280708988112,-4.980348,17.78862,-18.532686,10.365232,1.4863896,14.677268
980856,1,0.9570238131659244,2.405797576648103,-0.8556586710290528,-1.0791385,30.844913,-0.24271467,0.85277754,4.3037705,-4.3930936
